username,created_at,text,likes,reposts,urls,expanded_urls,section,merged_section
The Washington Post,2025-06-27 10:10:58,"Johnny Noviello, a Canadian citizen and U.S. permanent resident since 1991, convicted in 2023 of racketeering and drug trafficking, was awaiting removal proceedings when he was found unresponsive Monday, the eighth ICE detainee to die in custody this year per @kelseyables.bsky.social
wapo.st/4ertrpB",43,29,"['https://wapo.st/4ertrpB', 'https://www.washingtonpost.com/immigration/2025/06/27/canadian-dies-ice-custody-florida/']","['https://wapo.st/4ertrpB', 'https://www.washingtonpost.com/immigration/2025/06/27/canadian-dies-ice-custody-florida/']",Immigration News,World
The Washington Post,2025-06-27 10:13:01,"Breaking news: In a 6-3 ruling, the Supreme Court finds nationwide injunctions for birthright citizenship likely exceeded the authority Congress has given the courts.",131,46,['https://www.washingtonpost.com/politics/2025/06/27/supreme-court-decisions-birthright-citizenship-aca-lgbt-books/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/27/supreme-court-decisions-birthright-citizenship-aca-lgbt-books/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Supreme Court News,Crime
The Washington Post,2025-06-27 09:56:55,The Trump administration is ramping up its resettlement of White South Africans while simultaneously moving to bar entry for refugees from countries that fall under the president’s travel ban.,83,42,['https://www.washingtonpost.com/immigration/2025/06/27/trump-afrikaners-refugees-travel-ban/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/immigration/2025/06/27/trump-afrikaners-refugees-travel-ban/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Immigration,World
The Washington Post,2025-06-27 08:27:58,A new study found that the United States was responsible for 55 percent of the pollution emitted by private jets globally.,5128,1842,['https://www.washingtonpost.com/climate-environment/2025/06/27/private-jets-global-warming-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/climate-environment/2025/06/27/private-jets-global-warming-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Environment,Climate & Environment
The Washington Post,2025-06-27 07:34:01,"Exclusive: DOGE enters the Bureau of Alcohol, Tobacco, Firearms and Explosives with the goal of revising or eliminating dozens of rules and gun restrictions by July 4.",228,183,['https://www.washingtonpost.com/national-security/2025/06/27/atf-doge-regulations-cuts-guns/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/national-security/2025/06/27/atf-doge-regulations-cuts-guns/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Politics,Politics
The Washington Post,2025-06-26 21:19:45,Federal prosecutors unveiled charges against 11 Eastern Europeans they accused of running a $10.6 billion Medicare fraud scheme in what appears to be one of the largest such busts in government history.,243,77,['https://www.washingtonpost.com/health/2025/06/26/medicare-fraud-scheme-uncovered/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/health/2025/06/26/medicare-fraud-scheme-uncovered/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Crime,Crime
The Washington Post,2025-06-26 20:31:01,"Senators left a briefing about the U.S. bombing of Iran’s nuclear facilities divided, with Republicans saying it reinforced their belief that the strikes were effective and some Democrats complaining that it did not fully answer their questions.",101,27,['https://www.washingtonpost.com/politics/2025/06/26/iran-nuclear-intel-congress/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/politics/2025/06/26/iran-nuclear-intel-congress/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Politics,Politics
The Washington Post,2025-06-26 20:02:46,The mystery artists responsible for a statue on the National Mall mocking President Trump last week have done it again — this time featuring clips of the president dancing.,452,111,['https://www.washingtonpost.com/dc-md-va/2025/06/26/mystery-trump-tv-sculpture-national-mall/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/dc-md-va/2025/06/26/mystery-trump-tv-sculpture-national-mall/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Entertainment,Entertainment
The Washington Post,2025-06-26 19:05:55,"Sean “Diddy” Combs used “power, violence and fear” to run a criminal enterprise, prosecutors said during closing arguments in the music mogul’s sex trafficking trial.

Here are the arguments the prosecution made for each criminal count Combs is facing:",76,16,['https://www.washingtonpost.com/entertainment/music/2025/06/26/diddy-trial-closing-arguments-sean-combs-sex-trafficking/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/entertainment/music/2025/06/26/diddy-trial-closing-arguments-sean-combs-sex-trafficking/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Crime,Crime
The Washington Post,2025-06-26 18:17:14,"Review by Lili Loofbourow: The fourth season of “The Bear,” FX’s show about fine dining (and trauma), repairs much that seemed muddled in the third. wapo.st/44l0aIC",37,6,['https://wapo.st/44l0aIC'],['https://wapo.st/44l0aIC'],Television,Entertainment
The Washington Post,2025-06-26 17:07:20,"Thimerosal, which RFK Jr.'s vaccine panel wants to remove from flu shots, is safe. But removing it would probably make flu vaccines more expensive and harder to receive, experts said.",406,163,['https://wapo.st/4ejCoRG'],['https://wapo.st/4ejCoRG'],Health,Health
The Washington Post,2025-06-26 16:45:33,"Mortgage behemoths Fannie Mae and Freddie Mac are poised to start counting cryptocurrencies as assets for mortgage loan risk assessments, opening up a new, untested path to securing home financing — and inserting crypto into the housing market.",60,18,['https://www.washingtonpost.com/business/2025/06/26/crypto-mortgage-fannie-freddie/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/business/2025/06/26/crypto-mortgage-fannie-freddie/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Finance,Business & Economy
The Washington Post,2025-06-26 16:12:56,An exceptionally bright meteor appeared to have exploded in the skies over the southeastern U.S. on Thursday. Most of the reports are from Georgia and South Carolina.,96,16,['https://www.washingtonpost.com/weather/2025/06/26/fireball-exploding-meteor-spotted-southeastern-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/weather/2025/06/26/fireball-exploding-meteor-spotted-southeastern-us/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Science/Environment,Climate & Environment
The Washington Post,2025-06-26 15:07:04,"How the repeat absence of a transit worker in Manta led authorities to the underground bunker of José Adolfo “Fito” Macías Villamar, Ecuador’s most wanted drug lord

Arturo Torres reports from Quito with @schmidtsam.bsky.social

www.washingtonpost.com/world/2025/0...",21,7,['https://www.washingtonpost.com/world/2025/06/25/ecuadorian-drug-lord-fito-captured/'],['https://www.washingtonpost.com/world/2025/06/25/ecuadorian-drug-lord-fito-captured/'],Crime,Crime
The Washington Post,2025-06-26 15:41:21,Arab mediators and Israeli hostage families are making a renewed push this week for a deal to end the war in the Gaza Strip. But whether revived momentum will translate into a deal depends largely on Israeli Prime Minister Benjamin Netanyahu.,58,15,['https://wapo.st/45DiHSF'],['https://wapo.st/45DiHSF'],International News,World
The Washington Post,2025-06-26 14:31:32,"Federal vaccine advisers picked by RFK Jr. voted to effectively remove an ingredient from flu shots, achieving a controversial goal of anti-vaccine activists and illustrating how their priorities are becoming official government guidance.",541,231,['https://www.washingtonpost.com/health/2025/06/26/rfk-jr-acip-thimerosal-flu/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/health/2025/06/26/rfk-jr-acip-thimerosal-flu/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health,Health
The Washington Post,2025-06-26 13:31:44,"A Texas company led by former Energy Secretary Rick Perry wants to build a new, full-size nuclear plant to provide power to AI data centers — and they want to name it after President Donald Trump. wapo.st/3TepWZT",51,22,['https://wapo.st/3TepWZT'],['https://wapo.st/3TepWZT'],Energy,Climate & Environment
The Washington Post,2025-06-26 13:17:49,"The father of a 14-year-old student of Palestinian descent is suing on behalf of his daughter, alleging she was told to “go back to your country” when she refused to participate in the Pledge of Allegiance as part of a protest against the war in Gaza.",240,47,['https://www.washingtonpost.com/education/2025/06/26/danielle-khalaf-michigan-pledge-allegiance-gaza/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/education/2025/06/26/danielle-khalaf-michigan-pledge-allegiance-gaza/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Education,Education
The Washington Post,2025-06-26 12:50:07,"Gen. Dan Caine, chairman of the Joint Chiefs of Staff, said Sunday’s aerial raid on Iran was the culmination of a secret project that traces to 2009. The bombs used were built specifically for the mission, the general said.",108,25,['https://www.washingtonpost.com/national-security/2025/06/26/hegseth-caine-iran-nuclear-damage-assessment/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],['https://www.washingtonpost.com/national-security/2025/06/26/hegseth-caine-iran-nuclear-damage-assessment/?utm_campaign=wp_main&utm_source=bluesky&utm_medium=social'],Military News,Defense & Security
The Washington Post,2025-06-26 12:37:30,"We put together a list on Monday -- How the national debt affects the U.S. and you in 1️⃣0️⃣ charts

Folks seemed to enjoy it, so I broke it down on video for @washingtonpost.com, if that's more your thing.

PLUS a sneak peak of my newsroom desk & iced coffee!

www.washingtonpost.com/business/202...",223,84,['https://www.washingtonpost.com/business/2025/06/23/national-debt-you-charts/'],['https://www.washingtonpost.com/business/2025/06/23/national-debt-you-charts/'],Business,Business & Economy
The Washington Post,2025-06-26 12:15:47,Need a new paperback to bring to the pool or beach? We highlighted 15 new releases that could be your next summer read.,19,3,['https://www.washingtonpost.com/books/2025/06/26/new-paperbacks-recommended/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],['https://www.washingtonpost.com/books/2025/06/26/new-paperbacks-recommended/?utm_campaign=wp_main&utm_source={SOCIAL_NETWORK}&utm_medium=social'],Books,Arts & Culture
The Washington Post,2025-06-26 10:41:50,A divided Supreme Court on Thursday ruled patients cannot sue to get non-abortion care from Planned Parenthood in states that cut Medicaid funding.,211,98,['https://www.washingtonpost.com/politics/2025/06/26/supreme-court-planned-parenthood-medicaid-south-carolina/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/politics/2025/06/26/supreme-court-planned-parenthood-medicaid-south-carolina/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health News,Health
The Washington Post,2025-06-26 08:55:08,"Health and Human Services Secretary Robert F. Kennedy Jr. says the U.S. will stop funding Gavi, the global alliance that works to expand access to vaccines for children in some of the world’s poorest countries.",574,288,['https://www.washingtonpost.com/health/2025/06/26/rfk-jr-vaccine-gavi-funding-cut/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/health/2025/06/26/rfk-jr-vaccine-gavi-funding-cut/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Health News,Health
The Washington Post,2025-06-26 07:59:38,"Immigration is driving U.S. population growth and helping offset a broader demographic shift as the baby boom generation ages, according to data from the U.S. Census Bureau.",882,269,['https://www.washingtonpost.com/nation/2025/06/26/baby-boom-aging-population-immigration/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/nation/2025/06/26/baby-boom-aging-population-immigration/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Demographics,Demographics
The Washington Post,2025-06-25 21:12:34,"The team behind “Love Island USA” wants viewers to focus on positivity and kindness amid harsh online criticism. 

The warning from the show’s producers isn’t unfounded.",37,3,['https://www.washingtonpost.com/entertainment/2025/06/25/love-island-usa-warning/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],['https://www.washingtonpost.com/entertainment/2025/06/25/love-island-usa-warning/?utm_campaign=wp_main&utm_medium=social&utm_source=bluesky'],Entertainment News,Entertainment
